시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
서울특별시 관악구 신림동,65.37,월세,201702,"2,000",85
서울특별시 관악구 신림동,65.25,월세,201704,"2,000",85
서울특별시 관악구 신림동,73.91,월세,201708,"2,000",85
서울특별시 관악구 신림동,71.34,월세,201801,"2,000",85
서울특별시 관악구 신림동,70,월세,201803,"2,000",85
서울특별시 관악구 신림동,71.22,월세,201810,"2,000",85
서울특별시 관악구 신림동,53.09,월세,201908,"2,000",85
서울특별시 관악구 신림동,82.09,월세,201910,"2,000",85
서울특별시 관악구 신림동,55.6,월세,202001,"2,000",85
서울특별시 관악구 신림동,55.6,월세,202001,"2,000",85
서울특별시 관악구 신림동,82,월세,202010,"2,000",85
서울특별시 관악구 신림동,29.8,월세,202102,"2,000",85
서울특별시 관악구 신림동,55,월세,202105,"2,000",85
서울특별시 관악구 신림동,60.71,월세,202105,"2,000",85
서울특별시 관악구 신림동,53.09,월세,202107,"2,000",85
서울특별시 관악구 신림동,47.75,월세,202110,"2,000",85
서울특별시 관악구 신림동,57.48,월세,202110,"2,000",85
서울특별시 관악구 신림동,39.74,월세,202112,"2,000",85
서울특별시 관악구 신림동,37.27,월세,201601,"3,000",85
서울특별시 관악구 신림동,36.52,월세,201611,"3,000",85
서울특별시 관악구 신림동,42.21,월세,201702,"3,000",85
서울특별시 관악구 신림동,64.36,월세,201705,"3,000",85
서울특별시 관악구 신림동,61.3,월세,201910,"3,000",85
서울특별시 관악구 신림동,84.84,월세,201910,"3,000",85
서울특별시 관악구 신림동,40.15,월세,202001,"3,000",85
서울특별시 관악구 신림동,82.74,월세,202004,"3,000",85
서울특별시 관악구 신림동,40.15,월세,202005,"3,000",85
서울특별시 관악구 신림동,61.3,월세,202101,"3,000",85
서울특별시 관악구 신림동,61.3,월세,202103,"3,000",85
서울특별시 관악구 신림동,37.31,월세,202104,"3,000",85
서울특별시 관악구 신림동,59.98,월세,202106,"3,000",85
서울특별시 관악구 신림동,69,월세,202111,"3,000",85
서울특별시 관악구 신림동,71.46,월세,202112,"3,000",85
서울특별시 관악구 신림동,107.36,월세,201603,"4,000",85
서울특별시 관악구 신림동,63.16,월세,202005,"4,000",85
서울특별시 관악구 신림동,68.07,월세,202104,"4,000",85
서울특별시 관악구 신림동,90.36,월세,201707,"4,500",85
서울특별시 관악구 신림동,90.36,월세,201908,"4,500",85
서울특별시 관악구 신림동,61.11,월세,201908,"5,000",85
서울특별시 관악구 신림동,47.11,월세,202103,"5,000",85
서울특별시 관악구 신림동,32.48,월세,201911,500,85
서울특별시 관악구 신림동,33.89,월세,201809,"1,000",85
서울특별시 관악구 신림동,27.64,월세,202011,"1,000",85
서울특별시 관악구 신림동,42.8,월세,202106,"1,000",85
서울특별시 관악구 신림동,42.8,월세,202106,"1,000",85
서울특별시 관악구 신림동,27.81,월세,201708,"2,000",85
서울특별시 관악구 신림동,27.81,월세,201902,"2,000",85
서울특별시 관악구 신림동,29.17,월세,202112,"2,000",85
서울특별시 관악구 신림동,33.37,월세,202104,"2,000",85
서울특별시 관악구 신림동,28.5,월세,201909,"3,000",85
서울특별시 관악구 신림동,28.21,월세,202103,"3,000",85
서울특별시 관악구 신림동,49.5,월세,201806,"1,000",84
서울특별시 관악구 신림동,29.12,월세,202008,"4,000",84
서울특별시 관악구 신림동,30.75,월세,201807,"1,000",84
서울특별시 관악구 신림동,25.8,월세,202103,500,83
서울특별시 관악구 신림동,18.83,월세,201901,"1,000",83
서울특별시 관악구 신림동,62,월세,201903,"1,000",83
서울특별시 관악구 신림동,29.2,월세,201903,"1,000",83
서울특별시 관악구 신림동,30,월세,202106,"1,000",83
서울특별시 관악구 신림동,30,월세,202106,"1,000",83
서울특별시 관악구 신림동,35.74,월세,202106,"1,000",83
서울특별시 관악구 신림동,40.87,월세,202109,"1,000",83
서울특별시 관악구 신림동,49,월세,202110,"1,000",83
서울특별시 관악구 신림동,23.8,월세,202112,"1,000",83
서울특별시 관악구 신림동,23.35,월세,201606,"2,000",83
서울특별시 관악구 신림동,33.79,월세,202001,"1,000",83
서울특별시 관악구 신림동,26.55,월세,202006,"1,000",83
서울특별시 관악구 신림동,28.21,월세,201908,"3,000",83
서울특별시 관악구 신림동,39.6,월세,201704,500,82
서울특별시 관악구 신림동,42.9,월세,201601,"1,000",82
서울특별시 관악구 신림동,39.6,월세,201901,"1,000",82
서울특별시 관악구 신림동,50.16,월세,202103,"1,000",82
