시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
인천광역시 미추홀구 용현동,72.025,월세,201607,"1,000",60
인천광역시 미추홀구 용현동,63.62,월세,201702,"1,000",60
인천광역시 미추홀구 용현동,54.8964,월세,201710,"1,000",60
인천광역시 미추홀구 용현동,68.43,월세,201704,"1,000",60
인천광역시 미추홀구 용현동,57.85,월세,201801,"1,000",60
인천광역시 미추홀구 용현동,45.65,월세,201807,"1,000",60
인천광역시 미추홀구 용현동,72.93,월세,202005,"1,000",60
인천광역시 미추홀구 용현동,42.95,월세,202104,"1,000",60
인천광역시 미추홀구 용현동,50.93,월세,202103,"1,000",60
인천광역시 미추홀구 용현동,56.35,월세,202107,"1,000",60
인천광역시 미추홀구 용현동,42.8625,월세,202108,"1,000",60
인천광역시 미추홀구 용현동,50.53,월세,202204,"1,000",60
인천광역시 미추홀구 용현동,46.83,월세,202201,"1,000",60
인천광역시 미추홀구 용현동,38.8,월세,202204,"1,000",60
인천광역시 미추홀구 용현동,98.73,월세,202007,"1,000",60
인천광역시 미추홀구 용현동,85.95,월세,201806,"1,000",60
인천광역시 미추홀구 용현동,49,월세,202201,"1,000",60
인천광역시 미추홀구 용현동,60,월세,202204,"1,000",60
인천광역시 미추홀구 용현동,60.36,월세,202203,"1,000",60
인천광역시 미추홀구 용현동,70.56,월세,202204,"1,000",60
인천광역시 미추홀구 용현동,24,월세,201901,"1,000",60
인천광역시 미추홀구 용현동,56,월세,201902,"1,000",60
인천광역시 미추홀구 용현동,83.52,월세,201907,"1,000",60
인천광역시 미추홀구 용현동,98.73,월세,201907,"1,000",60
인천광역시 미추홀구 용현동,90.7,월세,202102,"1,000",60
인천광역시 미추홀구 용현동,53.4,월세,201605,"1,500",60
인천광역시 미추홀구 용현동,53.4,월세,201703,"1,500",60
인천광역시 미추홀구 용현동,76.86,월세,201908,"2,000",60
인천광역시 미추홀구 용현동,86.76,월세,201610,"2,000",60
인천광역시 미추홀구 용현동,64.53,월세,201611,"2,000",60
인천광역시 미추홀구 용현동,57.3127,월세,201711,"2,000",60
인천광역시 미추홀구 용현동,63.1,월세,201808,"2,000",60
인천광역시 미추홀구 용현동,73.655,월세,202005,"2,000",60
인천광역시 미추홀구 용현동,68.4,월세,202008,"2,000",60
인천광역시 미추홀구 용현동,55.04,월세,202110,"2,000",60
인천광역시 미추홀구 용현동,101.1,월세,201601,"2,000",60
인천광역시 미추홀구 용현동,118.09,월세,201807,"2,000",60
인천광역시 미추홀구 용현동,77.34,월세,202202,"2,000",60
인천광역시 미추홀구 용현동,108.04,월세,201909,"2,000",60
인천광역시 미추홀구 용현동,64.62,월세,201909,"3,000",60
인천광역시 미추홀구 용현동,64.62,월세,201707,"3,000",60
인천광역시 미추홀구 용현동,64.62,월세,202102,"3,000",60
인천광역시 미추홀구 용현동,74.476,월세,202204,"4,000",60
인천광역시 미추홀구 용현동,21.68,월세,202107,100,60
인천광역시 미추홀구 용현동,55.86,월세,201710,500,60
인천광역시 미추홀구 용현동,55.31,월세,201801,500,60
인천광역시 미추홀구 용현동,59.88,월세,201905,500,60
인천광역시 미추홀구 용현동,28.49,월세,202004,500,60
인천광역시 미추홀구 용현동,38.39,월세,202108,500,60
인천광역시 미추홀구 용현동,48.61,월세,201601,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201604,"1,000",60
인천광역시 미추홀구 용현동,48.61,월세,201606,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201609,"1,000",60
인천광역시 미추홀구 용현동,48.61,월세,201701,"1,000",60
인천광역시 미추홀구 용현동,49.18,월세,201701,"1,000",60
